id;texto;categoria_assunto;canal;particao_recomendada
REC-01265;"Registro a seguinte situação: o reembolso foi aprovado, porém não caiu; e a caixa veio com uma peça faltando.";pagamento;email;treino
REC-01266;"A coleta da devoluçao não aconteceu; além disso, o rastreio parou de atualizar; preciso de retorno.";entrega;site;treino
REC-01267;O acabamento veio com marcas e preciso saber o que aconteceu;produto;email;validacao
REC-01268;quero cancelar a compra e devolver o que recebi no meu último pedido;troca_devolucao;email;treino
REC-01269;O pacote voltou para o remetente sem explicação e, além disso, ninguém responde ao protocolo.;entrega;site;validacao
REC-01270;Por favor, estou tentando falar com alguém há dias no meu último pedido?;atendimento;telefone;teste
REC-01271;"venho informar, a embalagem estava intacta, mas o item não funciona; ao mesmo tempo e ainda não consigo retorno no atendimento preciso de um retorno 🙂";produto;email;treino
REC-01272;bom dia, a transportadora não apareceu no endereço e, além disso, o modelo recbido não era exatamente o esperado. obrigado.;entrega;app;teste
REC-01273;A cor veio diferente da escolhida e a resposta recebida não tem relação com a minha dúvida.;produto;chat;validacao
REC-01274;"Bom dia, a encomenda está atrasada; porém também tentei abrir uma troca. Fico no aguardo.";entrega;chat;teste
REC-01275;A ENTREGA TAMBÉM ATRASOU, MAS MEU CHAMADO ESTÁ SEM ATUALIZAÇÃO!;atendimento;email;treino
REC-01276;"a peça veio quebrada; apesar disso houve problema com a transportadora; preciso de retorno.";produto;telefone;treino
REC-01277;O ESTORNO AINDA ESTÁ PENDENTE, MAS O PACOTE VOLTOU PARA O REMETENTE SEM EXPLICAÇÃO.;entrega;telefone;treino
REC-01278;Queria uma orientação, o atendente informou um procedimento que não funciona no meu último pedido? Como resolvo?;atendimento;email;teste
REC-01279;A peça veio quebrada desde ontem;produto;app;treino
REC-01280;Estou com uma dúvida, a entrega foi direcionada para outro endereço desde ontem? Fico no aguardo.;entrega;app;treino
REC-01281;Alguém consegue me ajudar, a caixa veio com uma peça faltando, mas a resposta recebida não tem relação com a minha dúvida. Como resolvo?;atendimento;chat;validacao
REC-01282;recebi só uma parte da compra, mas ao mesmo tempo prometeram retorno e n retornaram.;entrega;app;treino
REC-01283;"Solicito orientação: a troca foi aprovada, mas o novo item não foi enviado; além disso, a descrição do anúncio não bate com o que chegou.";produto;chat;treino
REC-01284;O chat não esclareceu a situação, mas o pix saiu da conta e a compra continua pendente.;pagamento;app;treino
REC-01285;Por favor, o material parece danificado.;produto;app;teste
REC-01286;Gostaria de solicitar apoio: olá, o chat me transfere e ninguém assume o caso no meu último pedido Podem verificar?;atendimento;email;treino
REC-01287;Não consigo localizar onde está a encomenda e preciso saber o que aconteceu!;entrega;site;treino
REC-01288;Olá, a etiqueta de postagem não foi liberada? Preciso de um retorno.;troca_devolucao;telefone;treino
REC-01289;Solicito orientação: alguém consegue me ajudar, o chat não esclareceu a situação. O que mais preciso resolver é que o entregador marcou tentativa sem vir aqui. Fico no aguardo!;entrega;app;treino
REC-01290;estou com uma dúvida, fui tratado de forma pouco cordial há alguns dias. isso pode ser verificado, por favor?;atendimento;app;teste
REC-01291;A entrega foi direcionada para outro endereço. Conseguem me orientar?;entrega;app;treino
REC-01292;A entrega também atrasou. O que mais preciso resolver é que ninguém responde minhas mensagens.;atendimento;app;teste
REC-01293;a transportadora não apareceu no endereço no meu último pedido Podem verificar?;entrega;chat;treino
REC-01294;NÃO CONSIGO GERAR O BOLETO E RECEBI O MODELO ERRADO.;pagamento;email;validacao
REC-01295;O acabamento veio com marcas, mas ao mesmo tempo a previsão de chegada passou e nada.;produto;site;treino
REC-01296;Recebi só uma parte da compra desde ontem;entrega;app;treino
REC-01297;Venho informar, o entregador marcou tentativa sem vir aqui, mas ao mesmo tempo o suporte pede as mesmas informações toda vez. Agradeço se puderem olhar isso.;entrega;app;teste
REC-01298;Gente, também tentei abrir uma troca, mas a previsão de chegada passou e nada.;entrega;site;treino
REC-01299;Gente, estou com uma dúvida, o cartão foi debitado, mas o pedido não confirmou. Também aconteceu o seguinte: a embalagem estava intacta, mas o item não funciona.;produto;app;treino
REC-01300;"o pix saiu da conta e a compra continua pendente; além disso, o material parece danificado.";produto;chat;treino
REC-01301;recebi só uma parte da compra e preciso saber o que aconteceu? ...;entrega;email;treino
REC-01302;GOSTARIA DE REGISTRAR, NINGUÉM RESPONDE AO PROTOCOLO, MAS NÃO CONSIGO LOCALIZAR ONDE ESTÁ A ENCOMENDA.;entrega;telefone;treino
REC-01303;"Então, por favor, o prazo de troca está correndo e não consigo abrir a solicitação; ao mesmo tempo o rastreio está confuso. Isso pode ser verificado, por favor?";troca_devolucao;email;treino
REC-01304;"Então, não consigo atendimento humano; além disso, o produto recebido é diferente do anúncio.";produto;app;treino
REC-01305;Olá, o chat me transfere e ninguém assume o caso? Obrigada.;atendimento;app;treino
REC-01306;pessoal, a caixa veio com uma peça faltando, mas o atendimento encerrou o contato sem resolver. isso pode ser verificado, por favor?;atendimento;chat;treino
REC-01307;Por favor, prometeram retorno e não retornaram no meu último pedido.;atendimento;site;treino
REC-01308;Estou com uma dúvida, ninguém responde ao protocolo, mas o tamanho não corresponde ao informado. Obrigado.;produto;email;treino
REC-01309;O item apresentou problema no primeiro uso desde ontem;produto;telefone;treino
REC-01310;"A descrição do anúncio não bate com o que chegou; porém também tentei abrir uma troca.";produto;email;treino
REC-01311;Recebi o modelo errado e, além disso, o desconto não foi aplicado!;produto;app;treino
REC-01312;O aparelho desliga sozinho há alguns dias!;produto;email;treino
REC-01313;Ninguém responde ao protocolo. O que mais preciso resolver é que a peça veio quebrada.;produto;email;treino
REC-01314;O pix saiu da conta e a compra continua pendente e o chat me transfere e ninguém assume o caso.;pagamento;email;treino
REC-01315;Olá, o protocolo foi fechado sem retorno e preciso saber o que aconteceu.;atendimento;app;treino
REC-01316;Por favor, o item também veio com uma avaria. O que mais preciso resolver é que o atendimnto encerrou o contato sem resolver.;atendimento;site;treino
REC-01317;Gente, prometeram retorno e não retornaram há alguns dias;atendimento;chat;treino
REC-01318;recebi o modelo errado no meu último pedido;produto;chat;treino
REC-01319;Queria uma orientação, também tentei abrir uma troca, mas o entregador marcou tentativa sem vir aqui. Preciso de um retorno!;entrega;app;treino
REC-01320;Também apareceu uma cobrança que não entendi. O que mais preciso resolver é que o produto recebido é diferente do anúncio.;produto;telefone;teste
REC-01321;também apareceu uma cobrança que não entendi, mas a entrega foi direcionada para outro endereço!;entrega;app;validacao
REC-01322;Gostaria de solicitar apoio: ninguém responde minhas mensagens;atendimento;chat;treino
REC-01323;o reembolso foi aprovado, porém não caiu há alguns dias?;pagamento;email;treino
REC-01324;o cupom foi aceito e depois o desconto sumiu?;pagamento;chat;teste
REC-01325;Gente, foi incluída uma taxa que não estava prevista no meu último pedido;pagamento;app;treino
REC-01326;o chat me transfere e ninguém assume o caso há alguns dias!;atendimento;site;treino
REC-01327;Faltou um acessório dentro da caixa?;produto;telefone;treino
REC-01328;A descrição do anúncio não bate com o que chegou;produto;chat;treino
REC-01329;"ENTÃO, SÓ QUERIA ENTENDER, O ITEM APRESENTOU PROBLEMA NO PRIMEIRO USO; APESAR DISSO E AINDA NÃO CONSIGO RETORNO NO ATENDIMENTO. AGRADEÇO SE PUDEREM OLHAR ISSO.";produto;chat;teste
REC-01330;O reembolso foi aprovado, porém não caiu, mas ao mesmo tempo o protocolo foi fechado sem retorno.;pagamento;site;teste
REC-01331;não reconheço uma cobrança relacionada ao pedido há alguns dias.;pagamento;site;validacao
REC-01332;alguém consegue me ajudar, o item apresentou problema no primeiro uso desde ontem obrigado.;produto;chat;treino
REC-01333;Faltou um acessório dentro da caixa no meu último pedido.;produto;email;treino
REC-01334;TAMBÉM TENTEI ABRIR UMA TROCA. O QUE MAIS PRECISO RESOLVER É QUE O ITEM APRESENTOU PROBLEMA NO PRIMEIRO USO. PRECISO DE UM RETORNO.;produto;chat;treino
REC-01335;E ainda não consigo retorno no atendimento. O que mais preciso resolver é que recebi só uma parte da compra!;entrega;email;validacao
REC-01336;o tamanho não corresponde ao informado e preciso saber o que aconteceu;produto;chat;treino
REC-01337;Oi, preciso de ajuda, e ainda não consigo retorno no atendimento. O que mais preciso resolver é que solicitei troca e recebi instruções contraditórias. Como resolvo?;troca_devolucao;site;teste
REC-01338;Olá, uma parte do kit não veio e, além disso, ninguém responde ao protocolo.;produto;site;treino
REC-01339;"Gostaria de solicitar apoio: o estorno ainda não apareceu; apesar disso o pacote demorou a chegar.";pagamento;site;validacao
REC-01340;o sistema diz pagamento pendente, mas já paguei e preciso saber o que aconteceu!!!;pagamento;email;treino
REC-01341;E AINDA NAO CONSIGO RETORNO NO ATENDIMENTO, MAS SOLICITEI TROCA E RECEBI INSTRUÇÕES CONTRADITÓRIAS.;troca_devolucao;app;treino
REC-01342;Gostaria de registrar, o entregador marcou tentativa sem vir aqui e, além disso, o desconto não foi aplicado. Agradeço se puderem olhar isso.;entrega;telefone;treino
REC-01343;Estou com uma dúvida, a encomenda está atrasada, mas ao mesmo tempo foi incluída uma taxa que não estava prevista. Conseguem me orientar?;entrega;chat;treino
REC-01344;O rastreio parou de atualizar e preciso saber o que aconteceu!;entrega;site;treino
REC-01345;o estorno ainda n apareceu e a transportadora n apareceu no endereço.;pagamento;chat;treino
REC-01346;"uma parte do kit não veio; porém e ainda não consigo retorno no atendimento.";produto;app;treino
REC-01347;"A descrição do anúncio não bate com o que chegou desde ontem; situação observada desde o fim de semana.";produto;app;treino
REC-01348;uma parte do kit não veio, mas ao mesmo tempo a troca foi aprovada, mas o novo item não foi enviado;produto;telefone;validacao
REC-01349;Pessoal, recebi o modelo errado e preciso saber o que aconteceu Obrigada.;produto;site;treino
REC-01350;Olá, o acabamento veio com marcas há alguns dias.;produto;telefone;treino
REC-01351;O chat me transfere e ninguém assume o caso há alguns dias?;atendimento;telefone;treino
REC-01352;bom dia, consta como entregue, mas n recebi e, além disso, também tentei abrir uma troca. fico no aguardo.;entrega;chat;treino
REC-01353;o desconto não foi aplicado. o que mais preciso resolver é que recebi informações diferentes de cada atendente.;atendimento;app;treino
REC-01354;Solicito orientação: o sistema bloqueia a opção de devolução e preciso saber o que aconteceu;troca_devolucao;site;treino
REC-01355;A peça veio quebrada e, além disso, houve problema com a transportadora.;produto;app;treino
REC-01356;Prometeram retorno e não retornaram e, além disso, estou tentando devolver o item.;atendimento;app;treino
REC-01357;A entrega também atrasou. O que mais preciso resolver é que o item chegou com defeito.;produto;telefone;treino
REC-01358;não consigo gerar o boleto e, além disso, ninguém responde ao protocolo 🙂;pagamento;app;treino
REC-01359;Por favor, preciso trocar o tamanho recebido e o material parece danificado.;troca_devolucao;telefone;treino
REC-01360;Olá, oi, o material parece danificado há alguns dias? Podem verificar?;produto;email;treino
REC-01361;Registro a seguinte situação: bom dia, a descrição do anúncio não bate com o que chegou e, além disso, estou tentando devolver o item. Obrigado;produto;site;treino
REC-01362;Então, não consigo gerar o boleto, mas ao mesmo tempo a cor veio diferente da escolhida.;pagamento;site;validacao
REC-01363;Boa tarde, e ainda não consigo retorno no atendimento, mas uma parte do kit não veio. Obrigado.;produto;site;validacao
REC-01364;"recebi o modelo errado; situação observada no pedido que fiz para casa.";produto;email;validacao
REC-01365;queria uma orientação, o valor foi cobrado duas vezes e preciso saber o q aconteceu isso pode ser verificado, por favor;pagamento;app;validacao
REC-01366;Então, o reembolso foi aprovado, porém não caiu e, além disso, o pacote demorou a chegar.;pagamento;email;teste
REC-01367;Olá, o entregador marcou tentativa sem vir aqui e preciso saber o que aconteceu?;entrega;site;teste
REC-01368;"Por favor, a embalagem estava intacta, mas o item não funciona; mas também tentei abrir uma troca.";produto;chat;teste
REC-01369;pessoal, quero devolver a compra e não encontro a opção desde ontem. conseguem me orientar?;troca_devolucao;telefone;treino
REC-01370;o prazo de troca está correndo e não consigo abrir a solicitação. também aconteceu o seguinte: o atendente informou um procedimento que não funciona;atendimento;app;treino
REC-01371;o pacote voltou para o remetente sem explicação no meu último pedido.;entrega;chat;teste
REC-01372;A devolução não aparece no sistema, mas prometeram retorno e não retornaram.;atendimento;telefone;teste
REC-01373;A cor veio diferente da escolhida e preciso saber o que aconteceu;produto;chat;treino
REC-01374;"O cartão foi debitado, mas o pedido não confirmou desde ontem; situação observada desde o fim de semana.";pagamento;email;validacao
REC-01375;Alguém consegue me ajudar, o chat não esclareceu a situação, mas o tamanho não corresponde ao informado. Agradeço se puderem olhar isso!;produto;email;validacao
REC-01376;A peça veio quebrada e solicitei troca e recebi instruções contraditórias.;produto;site;treino
REC-01377;Também apareceu uma cobrança que não entendi. O que mais preciso resolver é que a transportadora não apareceu no endereço, desde a última atualização do rastreio.;entrega;telefone;validacao
REC-01378;Por favor, o produto veio usado.;produto;app;validacao
REC-01379;faltou um acessório dentro da caixa no meu último pedido, no pedido que fiz para casa.;produto;app;treino
REC-01380;"Gostaria de solicitar apoio: o protocolo foi fechado sem retorno; além disso, o produto recebido é diferente do anúncio.";produto;email;treino
REC-01381;Gente, a entrega também atrasou. O que mais preciso resolver é que enviei o item de volta e ainda não confirmaram o recebimento.;troca_devolucao;telefone;treino
REC-01382;Alguém consegue me ajudar, a peça veio quebrada há alguns dias Como resolvo?;produto;site;treino
REC-01383;Só queria entender, o pacote sumiu no trajeto e preciso saber o que aconteceu. Agradeço se puderem olhar isso;entrega;telefone;treino
REC-01384;Venho informar, o cupom foi aceito e depois o desconto sumiu e a encomenda está atrasada. Isso pode ser verificado, por favor?;pagamento;site;treino
REC-01385;Alguém consegue me ajudar, o pacote demorou a chegar. O que mais preciso resolver é que não consigo atendimento humano. Obrigada.;atendimento;telefone;teste
REC-01386;Oi, o produto veio usado no meu último pedido;produto;email;treino
REC-01387;Quero cancelar a compra e devolver o que recebi no meu último pedido;troca_devolucao;chat;treino
REC-01388;Olá, preciso de ajuda, o item também veio com uma avaria. O que mais preciso resolver é que a coleta da devolução não aconteceu. Fico no aguardo.;troca_devolucao;chat;treino
REC-01389;não sei onde acompanhar minha devolução no meu último pedido?;troca_devolucao;email;teste
REC-01390;Solicito orientação: pessoal, o cartão foi debitado, mas o pedido não confirmou no meu último pedido Obrigada;pagamento;chat;validacao
REC-01391;Também tentei abrir uma troca. O que mais preciso resolver é que o atendimento encerrou o contato sem resolver.;atendimento;site;treino
REC-01392;não consigo atendimento humano.;atendimento;chat;treino
REC-01393;Solicito orientação: o produto recebido é diferente do anúncio no meu último pedido?;produto;site;treino
REC-01394;Gente, pessoal, faltou um acessório dentro da caixa, mas ao mesmo tempo o suporte pede as mesmas informações toda vez. Isso pode ser verificado, por favor?;produto;site;treino
REC-01395;"a parcela veio com valor incorreto; além disso, o tamanho n corresponde ao informado.";produto;site;treino
REC-01396;"Pessoal, recebi informações diferentes de cada atendente Agradeço se puderem olhar isso; preciso de retorno.";atendimento;chat;validacao
REC-01397;Gostaria de registrar, a entrega foi direcionada para outro endereço há alguns dias?;entrega;chat;treino
REC-01398;O estorno ainda está pendente. O que mais preciso resolver é que estou esperando a encomenda há mais tempo que o informado.;entrega;app;treino
REC-01399;Gente, alguém consegue me ajudar, e ainda não consigo retorno no atendimento. O que mais preciso resolver é que o item chegou com defeito. Conseguem me orientar?!;produto;chat;treino
REC-01400;Registro a seguinte situação: o rastreio está confuso. O que mais preciso resolver é que a solicitação de devolução não avança.;troca_devolucao;chat;treino
REC-01401;a resposta recebida não tem relação com a minha dúvida. também aconteceu o seguinte: a transportadora não apareceu no endereço.;entrega;site;treino
REC-01402;Só queria entender, a cor veio diferente da escolhida há alguns dias? Obrigado.;produto;telefone;treino
REC-01403;Gostaria de registrar, a cor veio diferente da escolhida? Obrigado.;produto;site;validacao
REC-01404;Solicito orientação: a peça veio quebrada no meu último pedido?;produto;telefone;treino
REC-01405;O pedido ainda não chegou e preciso saber o que aconteceu.;entrega;telefone;validacao
REC-01406;Oi, o modelo recebido não era exatamente o esperado. O que mais preciso resolver é que consta como entregue, mas não recebi.;entrega;email;teste
REC-01407;Boa tarde, estou tentando devolver o item, mas o pagamento foi recusado mesmo com limite. Agradeço se puderem olhar isso.;pagamento;email;treino
REC-01408;Por favor, o desconto não foi aplicado, mas estou esperando a encomenda há mais tempo que o informado.;entrega;chat;treino
REC-01409;"Oi, a cor veio diferente da escolhida; além disso, o pacote voltou para o remetente sem explicação. Obrigado.";entrega;app;treino
REC-01410;Então, a compra foi cancelada, mas a cobrança permaneceu e, além disso, o rastreio está confuso.;pagamento;app;treino
REC-01411;Por favor, o valor cobrado está diferente do anunciado. Também aconteceu o seguinte: o pedido ainda nao chegou.;entrega;chat;treino
REC-01412;"Oi, alguém consegue me ajudar, o prazo de troca está correndo e não consigo abrir a solicitação; porém o chat não esclareceu a situação. Conseguem me orientar?";troca_devolucao;telefone;treino
REC-01413;E ainda não consigo retorno no atendimento. O que mais preciso resolver é que o item apresentou problema no primeiro uso.;produto;chat;treino
REC-01414;Bom dia, a compra chegou depois da data em que eu precisava e preciso saber o que aconteceu. Podem verificar?;entrega;chat;treino
REC-01415;estou com uma dúvida, tbm apareceu uma cobrança que não entendi. o que mais preciso resolver é que a ligação caiu e ninguém retomou o contato. preciso de um retorno.;atendimento;app;treino
REC-01416;por favor, não consigo gerar o boleto há alguns dias? podem verificar?;pagamento;site;treino
REC-01417;gostaria de solicitar apoio: por favor, preciso trocar o tamanho recebido no meu último pedido?;troca_devolucao;email;treino
REC-01418;Queria uma orientação, já postei a devolução e o status não mudou e, além disso, o desconto não foi aplicado. Agradeço se puderem olhar isso.;troca_devolucao;site;treino
REC-01419;A devolução não aparece no sistema. O que mais preciso resolver é que a entrega foi direcionada para outro endereço.;entrega;app;treino
REC-01420;o pacote demorou a chegar, mas o produto veio usado!!!;produto;email;validacao
REC-01421;Por favor, boa tarde, não consigo atendimnto humano e preciso saber o que aconteceu Fico no aguardo;atendimento;chat;treino
REC-01422;Recebi o modelo errado, mas ao mesmo tempo o prazo mudou várias vezes.;produto;app;treino
REC-01423;Gente, gostaria de registrar, o pacote sumiu no trajeto desde ontem. Fico no aguardo.;entrega;chat;validacao
REC-01424;"BOA TARDE, UMA PARTE DO KIT NÃO VEIO; APESAR DISSO ESTOU TENTANDO DEVOLVER O ITEM. COMO RESOLVO?";produto;email;validacao
REC-01425;o rastreio parou de atualizar desde ontem.;entrega;email;teste
REC-01426;olá, o pix saiu da conta e a compra continua pendente no meu último pedido? fico no aguardo.;pagamento;chat;treino
REC-01427;Não consigo atendimento humano e, além disso, o item também veio com uma avaria.;atendimento;telefone;treino
REC-01428;"A previsão de chegada passou e nada; situação observada no pedido mais recente.";entrega;site;teste
REC-01429;Então, solicitei troca e recebi instruções contraditórias. Também aconteceu o seguinte: o reembolso foi aprovado, porém não caiu.;pagamento;app;treino
REC-01430;O sistema diz pagamento pendente, mas já paguei. Isso aconteceu desde a última atualização do rastreio.;pagamento;chat;teste
REC-01431;"Pessoal, o item apresentou problema no primeiro uso; além disso, a encomenda esta atrasada. Obrigada.";entrega;telefone;treino
REC-01432;o reembolso foi aprovado, porém n caiu desde ontem?!;pagamento;site;treino
REC-01433;Gostaria de registrar, a parcela veio com valor incorreto, mas ao mesmo tempo o tamanho não corresponde ao informado. Obrigado.;pagamento;telefone;validacao
REC-01434;gente, o produto recebido é diferente do anúncio desde ontem;produto;app;teste
REC-01435;"O cupom foi aceito e depois o desconto sumiu; além disso, o pacote voltou para o remetente sem explicação.";entrega;telefone;teste
REC-01436;"Então, a embalagem estava intacta, mas o item não funçiona; entretanto também apareceu uma cobrança que não entendi.";produto;site;treino
REC-01437;Oi, o suporte pede as mesmas informações toda vez e o valor cobrado está diferente do anunciado.;atendimento;email;teste
REC-01438;O prodto veio usado desde ontem?;produto;chat;treino
REC-01439;Gente, também tentei abrir uma troca, mas o tamanho não corresponde ao informado.;produto;site;treino
REC-01440;Estou com uma dúvida, o item apresentou problema no primeiro uso. Também aconteceu o seguinte: não consigo gerar o boleto. Isso pode ser verificado, por favor?;pagamento;email;teste
REC-01441;Por favor, a cor veio diferente da escolhida Obrigado.;produto;site;treino
REC-01442;Queria uma orientação, a troca foi aprovada, mas o novo item não foi enviado, mas ao mesmo tempo a cor veio diferente da escolhida. Obrigada!;troca_devolucao;email;treino
REC-01443;preciso de ajuda, o chat me transfere e ninguém assume o caso. conseguem me orientar?!!!;atendimento;site;treino
REC-01444;A caixa veio com uma peça faltando, mas a parcela veio com valor incorreto.;pagamento;chat;validacao
REC-01445;O aparelho desliga sozinho e, além disso, ninguém responde ao protocolo.;produto;site;validacao
REC-01446;"o pix saiu da conta e a compra continua pendente; e a caixa veio com uma peça faltando";pagamento;email;teste
REC-01447;Olá, o valor cobrado está diferente do anunciado no meu último pedido!;pagamento;email;validacao
REC-01448;Por favor, estou tentando devolver o item, mas o pagamento foi recusado mesmo com limite. Obrigada;pagamento;telefone;teste
REC-01449;recebi o modelo errado, mas ao mesmo tempo o cupom foi aceito e depois o desconto sumiu;produto;app;treino
REC-01450;Gostaria de solicitar apoio: o protocolo foi fechado sem retorno desde ontem.;atendimento;email;treino
REC-01451;Pessoal, a compra chegou depois da data em que eu precisava no meu último pedido Como resolvo?;entrega;site;treino
REC-01452;Estou com uma dúvida, estou tentando falar com alguém há dias no meu último pedido. Fico no aguardo.;atendimento;site;treino
REC-01453;Queria uma orientação, a entrega foi direcionada para outro endereço e, além disso, o item também veio com uma avaria. Preciso de um retorno.;entrega;email;treino
REC-01454;olá, a cor veio diferente da escolhida.;produto;site;teste
REC-01455;"ninguém responde minhas mensagens; além disso, recebi só uma parte da compra.";entrega;email;teste
REC-01456;Então, recebi o modelo errado e preciso saber o que aconteceu.;produto;telefone;teste
REC-01457;Oi, o rastreio parou de atualizar desde ontem;entrega;site;treino
REC-01458;O cupom foi aceito e depois o desconto sumiu há alguns dias;pagamento;site;treino
REC-01459;preciso trocar o tamanho recebido ...;troca_devolucao;chat;treino
REC-01460;O estorno ainda não apareceu há alguns dias Preciso de um retorno.;pagamento;email;treino
REC-01461;O rastreio parou de atualizar há alguns dias.;entrega;site;treino
REC-01462;o sistema diz pagamento pendente, mas já paguei?;pagamento;telefone;treino
REC-01463;Por favor, olá, a cor veio diferente da escolhida desde ontem? Como resolvo?;produto;email;treino
REC-01464;o valor foi cobrado duas vezes no meu último pedido?;pagamento;email;treino
REC-01465;"pessoal, a compra chegou depois da data em q eu precisava; ao mesmo tempo o item também veio com uma avaria. agradeço se puderem olhar isso.";entrega;app;teste
REC-01466;Olá, o prazo de troca está correndo e não consigo abrir a solicitação no meu último pedido Conseguem me orientar?;troca_devolucao;site;teste
REC-01467;Oi, a descrição do anúncio não bate com o que chegou. Também aconteceu o seguinte: o prazo de troca está correndo e não consigo abrir a solicitação.;troca_devolucao;telefone;treino
REC-01468;O pacote sumiu no trajeto há alguns dias;entrega;chat;teste
REC-01469;Ninguém responde minhas mensagens há alguns dias?;atendimento;telefone;treino
REC-01470;O sistema bloqueia a opção de devolução desde ontem!;troca_devolucao;email;treino
REC-01471;o aparelho desliga sozinho e preciso saber o que aconteceu;produto;site;treino
REC-01472;Então, o valor cobrado está diferente do anunciado há alguns dias;pagamento;app;treino
REC-01473;O item chegou com defeito no meu último pedido?;produto;email;teste
REC-01474;Oi, não sei onde acompanhar minha devoluçao há alguns dias;troca_devolucao;email;treino
REC-01475;Oi, o desconto não foi aplicado, mas o pacote sumiu no trajeto.;entrega;email;treino
REC-01476;"gostaria de registrar, consta como entregue, mas não recebi; só q o item também veio com uma avaria.";entrega;telefone;treino
REC-01477;"A compra foi cancelada, mas a cobrança permaneceu; mas ninguém responde ao protocolo.";pagamento;chat;treino
REC-01478;A compra foi cancelada, mas a cobrança permaneceu no meu último pedido?;pagamento;chat;treino
REC-01479;Oi, enviei o item de volta e ainda não confirmaram o recebimento desde ontem.;troca_devolucao;telefone;teste
REC-01480;o entregador marcou tentativa sem vir aqui no meu último pedido. obrigada.;entrega;site;treino
REC-01481;"meu chamado está sem atualização; além disso, o acabamento veio com marcas.";produto;chat;treino
REC-01482;a descrição do anúncio não bate com o que chegou no meu último pedido?;produto;chat;validacao
REC-01483;Gostaria de registrar, houve problema com a transportadora. O que mais preciso resolver é que a resposta recebida não tem relação com a minha dúvida. Obrigado.;atendimento;site;treino
REC-01484;"Recebi informações diferentes de cada atendente; entretanto a devolução não aparece no sistema.";atendimento;site;treino
REC-01485;o atendente informou um procedimento que não funciona?;atendimento;chat;treino
REC-01486;Pessoal, o item apresentou problema no primeiro uso?;produto;app;teste
REC-01487;Gostaria de solicitar apoio: o chat me transfere e ninguém assume o caso e, além disso, também tentei abrir uma troca.;atendimento;app;treino
REC-01488;O produto veio usado no meu último pedido;produto;telefone;validacao
REC-01489;Gostaria de solicitar apoio: a compra foi cancelada, mas a cobrança permaneceu.;pagamento;telefone;treino
REC-01490;Então, o pacote demorou a chegar, mas não sei onde acompanhar minha devolução.;troca_devolucao;app;treino
REC-01491;Por favor, alguém consegue me ajudar, o sistema diz pagamento pendente, mas já paguei no meu último pedido Conseguem me orientar?;pagamento;email;treino
REC-01492;Oi, o cupom foi aceito e depois o desconto sumiu desde ontem? Conseguem me orientar?;pagamento;chat;treino
REC-01493;Também tentei abrir uma troca. O que mais preciso resolver é que a cor veio diferente da escolhida.;produto;site;treino
REC-01494;Registro a seguinte situação: também apareceu uma cobrança que não entendi. O que mais preciso resolver é que prometeram retorno e não retornaram.;atendimento;chat;treino
REC-01495;a troca foi aprovada, mas o novo item não foi enviado e preciso saber o que aconteceu.;troca_devolucao;telefone;treino
REC-01496;O modelo recbido nao era exatamente o esperado, mas quero cancelar a compra e devolver o que recbi.;troca_devolucao;site;teste
REC-01497;Venho informar, e ainda não consigo retorno no atendimento. O que mais preciso resolver é que o item apresentou problema no primeiro uso.;produto;site;treino
REC-01498;Por favor, a ligação caiu e ninguém retomou o contato, mas ao mesmo tempo não sei onde acompanhar minha devolução.;atendimento;email;treino
REC-01499;O estorno ainda está pendente. O que mais preciso resolver é que o atendimento encerrou o contato sem resolver.;atendimento;app;treino
REC-01500;o pedido ainda não chegou desde ontem;entrega;telefone;teste
REC-01501;o pacote sumiu no trajeto;entrega;app;validacao
REC-01502;;troca_devolucao;email;treino
REC-01503;o prazo mudou várias vezes no meu último pedido;entrega;site;teste
REC-01504;"Por favor, olá, o atendente informou um procedimento que não funciona; ao mesmo tempo também tentei abrir uma troca. Podem verificar?";atendimento;app;treino
REC-01505;O atendente informou um procedimento que não funciona no meu último pedido? Podem verificar?;atendimento;email;treino
REC-01506;Venho informar, o prazo mudou várias vezes há alguns dias? Fico no aguardo.;entrega;telefone;treino
REC-01507;recbi o modelo errado há alguns dias;produto;chat;treino
REC-01508;Gente, já postei a devolução e o status não mudou no meu último pedido?;troca_devolucao;site;validacao
REC-01509;Alguém consegue me ajudar, a cor veio diferente da escolhida desde ontem Isso pode ser verificado, por favor?;produto;telefone;treino
REC-01510;"Olá, o produto veio usado; ao mesmo tempo estou tentando devolver o item.";produto;telefone;treino
REC-01511;Por favor, o chat não esclareceu a situação. O que mais preciso resolver é que preciso substituir o item por outro modelo.;troca_devolucao;app;treino
REC-01512;o acabamento veio com marcas e, além disso, o pacote demorou a chegar.;produto;chat;treino
REC-01513;só queria entender, a devolução n aparece no sistema. o que mais preciso resolver é que a transportadora n apareceu no endereço. agradeço se puderem olhar isso.;entrega;chat;treino
REC-01514;Olá, o pix saiu da conta e a compra continua pendente há alguns dias? Preciso de um retorno.;pagamento;telefone;treino
REC-01515;o valor cobrado está diferente do anunciado e o prazo de troca está correndo e n consigo abrir a solicitação.;pagamento;telefone;treino
REC-01516;Queria uma orientação, a embalagem estava intacta, mas o item não funciona há alguns dias Conseguem me orientar?;produto;email;treino
REC-01517;Estou tentando falar com alguém há dias. Também aconteceu o seguinte: quero devolver a compra e não encontro a opção. Conseguem me orientar?;troca_devolucao;site;validacao
